gene	symbol
CCK	Pyramidal
KCND2	Pyramidal
KCND3	Pyramidal
PAX6	Radial
SLC1A3	Radial
PDGFD	Radial
GLI3	Radial
NOTCH3	Radial
VCAM1	Radial
HES5	Radial
OLIG2	Radial
GFAP	Radial
EMX2	Radial
CDH4	Radial
SPRY1	Radial
AXIN2	Radial
RIIAD1	Radial
HMOX1	Red
TREML4	Red
CD86	Red
NR1H3	Red
SLC11A1	Red
ADGRE1	Red
MERTK	Red
CCR3	Red
SPIC	Red
SLC40A1	Red
VCAM1	Red
SIGLEC1	Red
RUVBL1	Reticulocytes
TFRC	Reticulocytes
UCP3	Reticulocytes
FOLR1	Reticulocytes
UBE2O	Reticulocytes
CD36	Reticulocytes
ITGA4	Reticulocytes
SLC11A2	Reticulocytes
PRKCA	Retinal
NGF	Retinal
POU4F2	Retinal
NHLH2	Retinal
Retinal	ganglion
ATF6B	Retinal
SNX16	Retinal
IRX5	Retinal
YDJC	Retinal
DPP10	Retinal
SHD	Retinal
SMIM18	Retinal
GALNT14	Retinal
CHRNB3	Retinal
THEM4	Retinal
SCAPER	Retinal
GALNTL6	Retinal
CCDC184	Retinal
NKAIN3	Retinal
LHFPL5	Retinal
SRRM3	Retinal
GALNT9	Retinal
MTUS2	Retinal
IGLON5	Retinal
DCTN1	Retinal
GGT7	Retinal
BTBD10	Retinal
EFNA3	Retinal
SLC29A4	Retinal
STOML1	Retinal
FBXO44	Retinal
NELL1	Retinal
RTN2	Retinal
BBC3	Retinal
EVC2	Retinal
SYT16	Retinal
CPNE5	Retinal
TTLL1	Retinal
GPHN	Retinal
SIX6	Retinal
ABLIM3	Retinal
POU6F2	Retinal
GRIP1	Retinal
Retinal	ganglion
TOX2	Retinal
NARF	Retinal
BARHL2	Retinal
DTX1	Retinal
MAB21L2	Retinal
KCTD8	Retinal
CPNE4	Retinal
KLHDC8A	Retinal
IRX6	Retinal
CHRNA6	Retinal
CACNB3	Retinal
CSDC2	Retinal
AKAP7	Retinal
HPCA	Retinal
ISL1	Retinal
SLC17A6	Retinal
FGF12	Retinal
DNER	Retinal
TMEM163	Retinal
RBPMS	Retinal
POU4F1	Retinal
RBPMS2	Retinal
CDK14	Retinal
FXYD7	Retinal
NEFM	Retinal
SNCG	Retinal
PAX6	Retinal
CALB2	Retinal
SIX6	Retinal
RHO	Retinal
SIX3	Retinal
NEFH	Retinal
LGR5	Retinal
SAG	Retinal
RAX	Retinal
NOTCH1	Retinal
HES1	Retinal
MSI1	Retinal
SOX9	Retinal
Salivary	mucous
Salivary	mucous
Salivary	mucous
Salivary	mucous
Salivary	mucous
KRT14	Salivary
Salivary	mucous
PIP	Salivary
MUCL1	Salivary
CNN1	Salivary
THBS1	Salivary
Salivary	mucous
MYH11	Salivary
KRT17	Salivary
PAX7	Satellite
DMD	Satellite
CDH1	Satellite
ERBB2	Satellite
PAX3	Satellite
MYF5	Satellite
CDH15	Satellite
CXCR4	Satellite
FOXK1	Satellite
ITGA7	Satellite
TCF21	Satellite
ISL1	Satellite
MESP1	Satellite
MET	Satellite
CALCR	Satellite
ASB5	Satellite
SRXN1	Satellite
BDKRB1	Satellite
CDCP1	Satellite
VCAM1	Satellite
MYOD1	Satellite
SOX8	Satellite
SPRY1	Satellite
CXCL1	Satellite
HMOX1	Satellite
TNFRSF12A	Satellite
RUNX1	Satellite
BARX2	Satellite
TRIM32	Satellite
VAMP2	Satellite
PEG3	Satellite
MSTN	Satellite
Satellite	cells
SCRIB	Satellite
NFATC2	Satellite
IRF2	Satellite
BMI1	Satellite
SIX1	Satellite
HOXC10	Satellite
NOTCH3	Satellite
HEYL	Satellite
GAL	Satellite
NCAM1	Satellite
CAV1	Satellite
GLUL	Satellite
GFAP	Satellite
EDNRB	Satellite
BDKRB2	Satellite
TGFA	Satellite
EPOR	Satellite
TNF	Satellite
IL6	Satellite
MAPK1	Satellite
JAK2	Satellite
SSTR1	Satellite
SLC6A1	Satellite
PTGDS	Satellite
SOX2	Satellite
CDH1	Satellite
Satellite	glial
KCNJ10	Satellite
AQP4	Satellite
CNGA3	Satellite
TLR4	Satellite
P2RY12	Satellite
P2RX7	Satellite
SLC1A3	Satellite
IL17A	Satellite
MPZ	Schwann
ITGB4	Schwann
LAMC1	Schwann
S100B	Schwann
POU3F1	Schwann
GFAP	Schwann
MAG	Schwann
OLIG1	Schwann
TST	Schwann
NDRG1	Schwann
CTHRC1	Schwann
NF2	Schwann
SEPT9	Schwann
AGR2	Schwann
NGFR	Schwann
CLDN19	Schwann
PRX	Schwann
NTRK1	Schwann
ART3	Schwann
BCAS1	Schwann
NPY	Schwann
ASPA	Schwann
LGI4	Schwann
BAG3	Schwann
RXRG	Schwann
SOX10	Schwann
CMTM5	Schwann
BCHE	Schwann
EGFL8	Schwann
GFRA3	Schwann
SEMA3B	Schwann
MATN2	Schwann
SCN7A	Schwann
CD82	Schwann
TAGLN	Schwann
NOV	Schwann
ALDOC	Schwann
APOD	Schwann
CRYAB	Schwann
PLP1	Schwann
PMP22	Schwann
CADM4	Schwann
KCNA1	Schwann
CNP	Schwann
GPR37L1	Schwann
NRN1	Schwann
Schwann	cells
STMN1	Schwann
CAMP	Sebocytes
IHH	Sebocytes
CRHR1	Sebocytes
CALCA	Sebocytes
F2RL1	Sebocytes
KLF5	Sebocytes
EXO1	Sebocytes
CRH	Sebocytes
CEBPB	Sebocytes
CDH1	Sebocytes
LTA4H	Sebocytes
RDH12	Sebocytes
CEBPA	Sebocytes
ADIPOR1	Sebocytes
Sebocytes	S100A7c|PSOR1
ANGPTL4	Sebocytes
CYP24A1	Sebocytes
PTGER2	Sebocytes
CNR2	Sebocytes
KRT7	Sebocytes
SRD5A2	Sebocytes
FFAR2	Sebocytes
FFAR3	Sebocytes
MUC1	Sebocytes
HRH1	Sebocytes
TPH1	Serotonergic
SLC6A4	Serotonergic
FEV	Serotonergic
TPH2	Serotonergic
DDC	Serotonergic
SLC18A2	Serotonergic
ESM1	Serotonergic
SLC22A3	Serotonergic
Sertoli	cells
AMH	Sertoli
INHBB	Sertoli
SHBG	Sertoli
GATA1	Sertoli
GATA4	Sertoli
DHH	Sertoli
AR	Sertoli
GDNF	Sertoli
MAFB	Sertoli
GAMT	Sertoli
MEIG1	Sertoli
Sertoli	cells
HES5	Sertoli
Sertoli	cells
NF2	Sertoli
INHA	Sertoli
DES	Sertoli
FAS	Sertoli
Sertoli	cells
Sertoli	cells
WT1	Sertoli
AARD	Sertoli
Sertoli	cells
Sertoli	cells
CST9	Sertoli
Sertoli	cells
Sertoli	cells
Sertoli	cells
TMEM184A	Sertoli
WNT6	Sertoli
MRO	Sertoli
HSD17B3	Sertoli
AMHR2	Sertoli
SEMA5B	Sertoli
SCX	Sertoli
HSD17B1	Sertoli
Sertoli	cells
STIM1	Sertoli
ANKRD7	Sertoli
PHF7	Sertoli
CXCL12	Sertoli
STAR	Sertoli
WFDC2	Sertoli
PRND	Sertoli
HSPBAP1	Sertoli
NXF3	Sertoli
GBA2	Sertoli
PADI2	Sertoli
ABCG8	Sertoli
DIAPH2	Sertoli
CTSA	Sertoli
PFKFB3	Sertoli
MSI1	Sertoli
NOTCH2	Sertoli
GATA6	Sertoli
CLDN11	Sertoli
OCLN	Sertoli
Sertoli	cells
SERPINB9	Sertoli
SERPING1	Sertoli
CD55	Sertoli
CD46	Sertoli
CLU	Sertoli
FSHR	Sertoli
RXRB	Sertoli
PRLR	Sertoli
SLC16A3	Sertoli
EPS8	Sertoli
NR1H2	Sertoli
BCAR3	Sertoli
SOX9	Sertoli
ACTA2	Smooth
CNN1	Smooth
HEXIM1	Smooth
TAGLN	Smooth
RGS5	Smooth
WFDC1	Smooth
NOTCH3	Smooth
RPRM	Smooth
DES	Smooth
FHL2	Smooth
FBLN5	Smooth
LOX	Smooth
NF2	Smooth
ANGPT1	Smooth
CRABP1	Smooth
MYH11	Smooth
FABP4	Smooth
ACTC1	Smooth
ANKRD1	Smooth
OBSCN	Smooth
PDE4DIP	Smooth
LMO7	Smooth
MYH6	Smooth
NEXN	Smooth
ACTG2	Smooth
MUSTN1	Smooth
SOD3	Smooth
HSPB6	Smooth
RRAD	Smooth
LMOD1	Smooth
ITGA1	Smooth
SPEG	Smooth
EHD2	Smooth
RBPMS2	Smooth
MAP3K7CL	Smooth
SLC38A11	Smooth
GJA4	Smooth
KAT2B	Smooth
LGR6	Smooth
MSRB3	Smooth
AKT2	Smooth
RASL12	Smooth
ZBTB44	Smooth
WWP2	Smooth
SSPN	Smooth
OTUD1	Smooth
FAS	Smooth
VASN	Smooth
PDGFD	Smooth
SMOC1	Smooth
AAED1	Smooth
AOC3	Smooth
SEC24D	Smooth
KCNAB1	Smooth
MYLK4	Smooth
KIF1C	Smooth
MRVI1	Smooth
JPH2	Smooth
ITGA9	Smooth
KCNMB1	Smooth
NOX4	Smooth
NOV	Smooth
DMPK	Smooth
SH3BGR	Smooth
ITGA8	Smooth
TCF21	Smooth
ADAMDEC1	Smooth
HHIP	Smooth
MFAP5	Smooth
SPON2	Smooth
LAMB2	Smooth
GJC1	Smooth
ACKR3	Smooth
OGN	Smooth
SMTN	Smooth
BGN	Smooth
MYL9	Smooth
MYLK	Smooth
PCP4L1	Smooth
SNCG	Smooth
PLN	Smooth
NRP2	Smooth
CAPN1	Spermatocytes
JAKMIP1	Spermatocytes
SMCP	Spermatocytes
GKAP1	Spermatocytes
SPATA33	Spermatocytes
NOTCH3	Spermatocytes
Spermatocytes	NAAR1|ACRC
Spermatocytes	P73
PGK2	Spermatocytes
ACR	Spermatocytes
SYCP1	Spermatocytes
SYCP2	Spermatocytes
SYCP3	Spermatocytes
TXNDC8	Spermatocytes
TEX101	Spermatocytes
CD46	Spermatocytes
INHBB	Spermatocytes
PRM1	Spermatocytes
PRM2	Spermatocytes
IGF2	Spermatocytes
TNP1	Spermatocytes
OSR2	Spermatocytes
ABHD2	Spermatozoa
HVCN1	Spermatozoa
GPR55	Spermatozoa
ABCA1	Spermatozoa
SLC31A1	Spermatozoa
LDHC	Spermatozoa
PRKAA2	Spermatozoa
HSPA2	Spermatozoa
ODF1	Spermatozoa
Stromal	cells
MMP2	Stromal
MMP9	Stromal
TLR3	Stromal
MME	Stromal
PECAM1	Stromal
ITGA4	Stromal
Stromal	cells
ITGAV	Stromal
ICAM1	Stromal
VCAM1	Stromal
KIT	Stromal
PDGFRA	Stromal
PDGFRB	Stromal
MADCAM1	Stromal
B4GALNT1	Stromal
TLR1	Stromal
TLR2	Stromal
TLR4	Stromal
CDH11	Stromal
CALB2	Stromal
DES	Stromal
MMRN2	Stromal
CD248	Stromal
FAP	Stromal
LAMC2	Stromal
SNED1	Stromal
TNC	Stromal
LUM	Stromal
COL15A1	Stromal
GDF10	Stromal
COL4A1	Stromal
BMP4	Stromal
WNT2	Stromal
BMP5	Stromal
CD3D	T
CD3G	T
CD3E	T
HOPX	T
CCL3	T
CCL4	T
T	cells
SYT3	T
NOTCH3	T
SEMA6D	T
DKK3	T
IFIT3	T
CERK	T
T	cells
PMCH	T
CD4	T
LTB	T
T	cells
CXCR6	T
IL7R	T
SATB1	T
LEF1	T
ITK	T
TRBC2	T
PTPRCAP	T
GEM	T
CD7	T
MAFF	T
TGIF1	T
RORA	T
TNFAIP3	T
CREM	T
PXDC1	T
NABP1	T
FAM110A	T
T	cells
TRAC	T
CD69	T
T	cells
T	cells
CXCR4	T
T	cells
T	cells
SEPT1	T
BCL2	T
CYTL1	T
CD2	T
CTSW	T
PTPN22	T
TXK	T
GDPD3	T
TRAF1	T
IL2RA	T
T	cells
BATF3	T
T	cells
LAG3	T
T	cells
GZMK	T
GZMB	T
SH2D1A	T
MYO1G	T
FMNL1	T
S1PR4	T
CD247	T
T	cells
GIMAP5	T
CD28	T
CD160	T
T	cells
T	cells
T	cells
TRDC	T
T	cells
T	cells
RHOH	T
KLRB1	T
CCR2	T
IL2RB	T
CD163L1	T
T	cells
MBD2	T
ICOS	T
IL18R1	T
TNFRSF4	T
CCL20	T
CLEC2D	T
CD8A	T
CD6	T
S100A4	T
CCL5	T
LCK	T
CD81	T
THY1	T
LAT	T
SKAP1	T
TCF7	T
CCR7	T
MYB	T
T	cells
T	cells
GZMA	T
JUNB	T
DUSP2	T
IFNG	T
CD52	T
BRAF	T
CD3D	T
CD4	T
SELL	T
CCR7	T
CD2	T
CD27	T
CD28	T
CD5	T
CD69	T
CD8A	T
GZMB	T
TRAC	T
BCL6	T
CD3D	T
CD4	T
CD84	T
T	follicular
SLAMF1	T
CD40LG	T
CXCR5	T
TNFSF4	T
ICOS	T
PDCD1	T
CD200	T
P2RX7	T
IFNG	T
IL2	T
TBX21	T
DPP4	T
KLRD1	T
CXCR3	T
CCR1	T
CCR5	T
TNFSF11	T
HAVCR2	T
IL18R1	T
LTBR	T
TNF	T
LTA	T
GATA3	T
CSF2	T
IL4	T
IL5	T
IL6	T
IL10	T
IL13	T
CCR8	T
CXCR4	T
CCR3	T
CCR7	T
ICOS	T
PTGDR2	T
HAVCR1	T
IL1R2	T
IRF4	T
STAT6	T
IL17A	T
IL17F	T
IL21	T
IL22	T
RORA	T
RORC	T
T	helper
CD38	T
KLRB1	T
AHR	T
CCR10	T
CD3D	T
CD4	T
CCR4	T
CCR6	T
IL9	T
CD2	T
CD28	T
CD5	T
IL1RL1	T
FOXP3	T
CD3G	T
TNFRSF4	T
T	helper
CD40LG	T
IL17RB	T
HPGDS	T
NFATC2	T
NFKB1	T
NR3C1	T
PPARG	T
SELL	T
CCR7	T
CD4	T
CCR5	T
CD69	T
ITGB5	T
BCL2	T
GRAP2	T
TBC1D10C	T
CYTIP	T
KPNA4	T
CD247	T
EPSTI1	T
APBB1IP	T
CD27	T
RHOH	T
GIMAP1	T
ACP5	T
IKZF1	T
SP100	T
DGKA	T
IL7R	T
ITGB7	T
NKG7	T
CD28	T
T	memory
T	memory
T	memory
BIN2	T
RAPGEF6	T
ARHGEF1	T
T	memory
S100A9	T
T	memory
ARHGAP15	T
CD3E	T
SKAP1	T
GIMAP4	T
CD2	T
PTPRC	T
LAT	T
T	memory
TCF7	T
LEF1	T
SEPT1	T
ARHGAP45	T
SATB1	T
PTPRCAP	T
S100A8	T
LTB	T
LCK	T
T	memory
TRAC	T
CD3G	T
CD3D	T
T	memory
TRBC2	T
CD7	T
CXCR6	T
ICOS	T
CCR6	T
ITGAE	T
ENPP1	T
FOXP3	T
IKZF2	T
CD4	T
IL2RA	T
ENTPD1	T
SELL	T
NT5E	T
ITGAE	T
TNFRSF4	T
CTLA4	T
CCR4	T
LAG3	T
IZUMO1R	T
CNGB1	T
TNFRSF18	T
MAF	T
IL10	T
IL1R1	T
ITGB8	T
LRRC32	T
FOLR1	T
GPR50	Tanycytes
DRD2	Tanycytes
DIO2	Tanycytes
COL23A1	Tanycytes
SLC16A2	Tanycytes
LHX2	Tanycytes
PTN	Tanycytes
SLC17A8	Tanycytes
COL25A1	Tanycytes
RAX	Tanycytes
PRDX6	Tanycytes
Tanycytes	NA
CRYM	Tanycytes
VCAN	Tanycytes
FRZB	Tanycytes
PENK	Tanycytes
CACNA2D2	Tanycytes
ADM	Tanycytes
SPRR1A	Tanycytes
SCN7A	Tanycytes
Tanycytes	NA
MEST	Tanycytes
IGFBP5	Tanycytes
RGCC	Tanycytes
RGS7BP	Tanycytes
CTGF	Tanycytes
TGFB2	Tanycytes
TAS1R1	Taste
TAS1R2	Taste
TAS1R3	Taste
P2RX7	Taste
CCK	Taste
KCNQ1	Taste
KCNH2	Taste
GNAT3	Taste
TRPM5	Taste
Taste	receptor
NR3C1	Taste
SYP	Taste
SV2B	Taste
Taste	receptor
PKD2L1	Taste
MCOLN3	Taste
TRPM8	Taste
Taste	receptor
PROX1	Taste
GRM4	Taste
NOTCH1	Thymocytes
CD38	Thymocytes
CXCR4	Thymocytes
TNF	Thymocytes
Thymocytes	NA
CD2	Thymocytes
Thymocytes	NA
CD4	Thymocytes
CD5	Thymocytes
CD8A	Thymocytes
IL2RA	Thymocytes
CD69	Thymocytes
SLAMF1	Thymocytes
Thymocytes	MIC2
TAGAP	Thymocytes
Thymocytes	NA
UCP2	Thymocytes
TSHR	Thymocytes
CD27	Thymocytes
CD28	Thymocytes
BCL6	Thymocytes
CIDEA	Thymocytes
EZR	Thymocytes
SLC26A4	Transient
Transient	cells
RHBG	Transient
HEPACAM2	Transient
INSRR	Transient
CLCNKB	Transient
COL18A1	Transient
SLC43A2	Transient
TMEM117	Transient
PARM1	Transient
ST14	Transient
ENPP5	Transient
GCLC	Transient
SYT7	Transient
ITGAV	Transient
TMEM50B	Transient
CTNNB1	Transient
ACO2	Transient
SMPD1	Transient
OGDH	Transient
SEC23B	Transient
CDC42BPB	Transient
PIP4K2C	Transient
KRT86	Trichocytes
DSG2	Trichocytes
KRT81	Trichocytes
DSG4	Trichocytes
Trichocytes	KRTHA7
HOXC13	Trichocytes
CREBRF	Trigeminal
PRKX	Trigeminal
PRDM12	Trigeminal
DHCR24	Trigeminal
CALCA	Trigeminal
CALCB	Trigeminal
VWA5A	Trigeminal
Trigeminal	neurons
PPP1R1C	Trigeminal
AVIL	Trigeminal
PIRT	Trigeminal
TAC1	Trigeminal
PRPH	Trigeminal
SCN9A	Trigeminal
RUFY2	Trigeminal
FAM189B	Trigeminal
CLGN	Trigeminal
SCN7A	Trigeminal
NEFH	Trigeminal
GCNT2	Trigeminal
ZDHHC2	Trigeminal
PARM1	Trigeminal
AHNAK2	Trigeminal
PHF24	Trigeminal
KCNAB2	Trigeminal
ATL1	Trigeminal
HSPB8	Trigeminal
FKBP1B	Trigeminal
TLN2	Trigeminal
SYNM	Trigeminal
GDAP1	Trigeminal
DGKZ	Trigeminal
PRUNE2	Trigeminal
SLC17A6	Trigeminal
FGF13	Trigeminal
DGKH	Trigeminal
CPNE3	Trigeminal
CCDC92	Trigeminal
SNCG	Trigeminal
NICN1	Trigeminal
NEFM	Trigeminal
RGS7BP	Trigeminal
ADD2	Trigeminal
PIEZO2	Trigeminal
VAMP1	Trigeminal
SCN10A	Trigeminal
CD4	Trophoblast
TTPA	Trophoblast
TNFRSF9	Trophoblast
STAR	Trophoblast
HOPX	Trophoblast
Trophoblast	cells
ADAM19	Trophoblast
CYP24A1	Trophoblast
LIF	Trophoblast
HAND1	Trophoblast
ELF5	Trophoblast
SIRT1	Trophoblast
PTHLH	Trophoblast
ACKR2	Trophoblast
IGF2	Trophoblast
Trophoblast	cells
CDX2	Trophoblast
KRT7	Trophoblast
DLX3	Trophoblast
GCM1	Trophoblast
ASCL2	Trophoblast
Trophoblast	cells
INHBA	Trophoblast
MLANA	Trophoblast
SERPINE1	Trophoblast
PHLDA2	Trophoblast
TFEB	Trophoblast
PERP	Trophoblast
PARP1	Trophoblast
Trophoblast	cells
Trophoblast	cells
ISG20	Trophoblast
FOXO4	Trophoblast
TFAP2C	Trophoblast
TFAP2C	Trophoblast
SUCNR1	Tuft
FABP1	Tuft
POU2F3	Tuft
Tuft	cells
CDHR2	Tuft
AVIL	Tuft
ESPN	Tuft
LRMP	Tuft
TRPM5	Tuft
DCLK1	Tuft
TAS1R3	Tuft
SOX9	Tuft
Tuft	cells
CAMK2B	Tuft
GNAT3	Tuft
IL25	Tuft
PLCB2	Tuft
GFI1B	Tuft
ATOH1	Tuft
Tuft	cells
ASIC5	Tuft
KLF3	Tuft
KLF6	Tuft
DRD3	Tuft
Tuft	cells
GNG13	Tuft
NREP	Tuft
RGS2	Tuft
RAC2	Tuft
PTGS1	Tuft
IRF7	Tuft
FFAR3	Tuft
ALOX5	Tuft
TSLP	Tuft
Tuft	cells
IL13RA1	Tuft
IL17RB	Tuft
PTPRC	Tuft
BATF3	Undefined
DIO3	Undefined
DKKL1	Undefined
DUSP9	Undefined
Undefined	placental
H19	Undefined
LAS1L	Undefined
LDOC1	Undefined
MBNL3	Undefined
PHLDA2	Undefined
Undefined	placental
PRSS8	Undefined
Undefined	placental
Undefined	placental
Undefined	placental
SCT	Undefined
Undefined	placental
Undefined	placental
Undefined	placental
TFRC	Undefined
Undefined	placental
KRT23	Undefined
TRPV1	Urothelial
NAT1	Urothelial
UPK1B	Urothelial
PIEZO1	Urothelial
UMODL1	Urothelial
IVL	Urothelial
SLC14A1	Urothelial
UPK3A	Urothelial
UPK1A	Urothelial
UPK2	Urothelial
UPK3B	Urothelial
ACTA2	Vascular
MYH11	Vascular
PDGFRB	Vascular
SEMA3D	Vascular
TBX18	Vascular
WT1	Vascular
